para,label,document
"Depending on the relative deuterium content and total amount of ethanol consumed, consumption of beverages according to the present invention will reduce one or more hangover symptoms by at least 5.0 percent, 7.5 percent or 10.0 percent. In favorable cases, such consumption reduces the symptoms by at least 15.0 percent, 20.0 percent or 25.0 percent.
",0,US09044423-20150602.txt
"Consumption of beverages according to the present invention furthermore should reduce one or more alcohol flush symptoms by at least 5 percent, as measured by a standardized scale in a human or animal model. Non-limiting symptoms associated with alcohol flush include skin redness, nausea, headaches, light-headedness, and increased pulse rate. Suitable measures of flushing are described, for example, in A. K. Kawata et al., “Flushing ASsessment Tool (FAST): psychometric properties of a new measure assessing flushing symptoms and clinical impact of niacin therapy,” Clinical Drug Investigation, 2009, 29(4):215-229.
",0,US09044423-20150602.txt
"Depending on the relative deuterium content and total amount of ethanol consumed, and upon the genotype and phenotype of the individual, consumption of the beverages and pharmaceutical compositions of the invention may reduce one or more alcohol flush symptoms by at least 5.0 percent, 7.5 percent or 10.0 percent. In favorable cases, such consumption reduces the symptoms by at least 15.0 percent, 20.0 percent or 25.0 percent.
",0,US09044423-20150602.txt
"Compositions of the present invention provide for new methods of marketing beverages containing alcohol. In one method, one communicates to a consumer that a beverage includes a particular amount of alcohol. One further communicates to the consumer that the alcohol in the beverage will provide for less disagreeable physical effects than a typical beverage including the particular amount of alcohol. The beverage comprises water and at least 1.0 percent of a deuterated alcohol according to Formula 1.
",0,US09044423-20150602.txt
"The consumer targeted by the method can be a person who wishes to decrease the deleterious side effects of a hangover; it can be a person having an enzyme abnormality related to the metabolism of ethanol; or it can be a person who is concerned about a different aspect of an alcohol-containing beverage. The compositions marketed according to this method include any composition encompassed by this document.
",0,US09044423-20150602.txt
"Experimental
",0,US09044423-20150602.txt
"The subject was a 52-year-old white Caucasian male, 154 kg, with no known abnormalities of ethanol metabolism. Experiments were conducted after an overnight fast. 1,1-Dideuterioethanol, 99 atom % D (CDN Isotopes; Quebec, Canada) (70 mL) was diluted to 500 mL with orange juice, and the resulting beverage was consumed by the subject over the course of five minutes. The mouth and palate were rinsed with orange juice, and data points were then obtained, in triplicate, every 10 minutes with a commercial breath analyzer (AlcoHAWK™ Pro, Q3 Innovations Inc., Independence, Iowa, U.S.A.) The control experiment employed 175 mL of commercial vodka (80 proof; 40% ethanol) but was otherwise identical.
",0,US09044423-20150602.txt
"Measured blood levels as a function of time are presented in FIG. 1 . Each data point in the FIGURE is the average of the three measurements taken at each time point. The substantially equivalent areas under the curves suggest that the analyzer is equally sensitive to ordinary and deuterated ethanols.
",0,US09044423-20150602.txt
"The results from the control experiment are qualitatively similar to those reported by previous workers (see, e.g., Milne et al., Am. J. Clin. Nutr., 1987, 46:688-693.) It is evident from FIG. 1 , however, that the absorption of deuterated ethanol is substantially retarded, relative to ethanol having a natural isotopic abundance, and that the rate of clearance is reduced.
",0,US09044423-20150602.txt
"Numerous modifications and variations of the present invention are possible in light of the above teachings. It is therefore to be understood that within the scope of the appended claims, the invention may be practiced otherwise that as specifically described herein.
",0,US09044423-20150602.txt
"CLAIMS
",0,US09044423-20150602.txt
"1. A method of delaying the onset of ethanol-induced symptoms associated with the human consumption of an alcoholic beverage, comprising: consuming an alcoholic beverage suitable for human consumption, the beverage, comprising: water and ethanol, wherein at least 5 mole percent of the ethanol is a deuterated alcohol having the formula     wherein each H may independently be hydrogen or deuterium.
",0,US09044423-20150602.txt
"2. The method of claim 1, wherein in the beverage at least 5 mole percent of the ethanol is a deuterated alcohol having the formula
",0,US09044423-20150602.txt
"3. The method of claim 1, wherein in the beverage at least 5 mole percent of the ethanol is a deuterated alcohol having the formula
",0,US09044423-20150602.txt
"4. The method of claim 1, wherein in the beverage at least 5 mole percent of the ethanol is a deuterated alcohol having the formula
",0,US09044423-20150602.txt
"5. The method of claim 1, wherein in the beverage at least 5 mole percent of the ethanol is a deuterated alcohol having the formula CD3CD2OH.
",0,US09044423-20150602.txt
"6. The method of claim 1, wherein in the beverage at least 15 mole percent of the ethanol is said deuterated alcohol.
",0,US09044423-20150602.txt
"7. The method of claim 6, wherein in the beverage at least 30 mole percent of the ethanol is said deuterated alcohol.
",0,US09044423-20150602.txt
"8. The method of claim 7, wherein in the beverage at least 50 mole percent of the ethanol is said deuterated alcohol.
",0,US09044423-20150602.txt
"9. The method of claim 8, wherein in the beverage at least 75 mole percent of the ethanol is said deuterated alcohol.
",0,US09044423-20150602.txt
"10. The method of claim 9, wherein in the beverage at least 95 mole percent of the ethanol is said deuterated alcohol.
",0,US09044423-20150602.txt
"11. The method of claim 1, wherein the beverage, further comprises: an additional component suitable for the alcoholic beverage.
",0,US09044423-20150602.txt
"12. The method of claim 11, wherein the additional component is a sweetener that is suitable for the alcoholic beverage.
",0,US09044423-20150602.txt
"13. The method of claim 11, wherein the additional component is an odorant that is suitable for the alcoholic beverage.
",0,US09044423-20150602.txt
"14. The method of claim 11, wherein the additional component is a flavorant that is suitable for the alcoholic beverage.
",0,US09044423-20150602.txt
"15. The method of claim 11, wherein the additional component is a congener derived from a brewed or fermented composition that is suitable for the alcoholic beverage.
",0,US09044423-20150602.txt
"16. The method of claim 1, wherein from 1 to 40% by weight of the beverage is ethanol.
",0,US09044423-20150602.txt
"17. The method of claim 16, wherein from 0.25 to 60% by weight of the beverage is deuterated alcohol.
",0,US09044423-20150602.txt
"TITLE
",0,US10112887-20181030.txt
"Catalysts based on amino-sulfide ligands for hydrogenation and dehydrogenation processes
",0,US10112887-20181030.txt
"ABSTRACT
",0,US10112887-20181030.txt
"The present application discloses novel amino-sulfide metal catalysts for organic chemical syntheses including hydrogenation (reduction) of unsaturated compounds or dehydrogenation of substrates. The range of hydrogenation substrate compounds includes esters, lactones, oils and fats, resulting in alcohols, diols, and triols as reaction products. The catalysts of current application can be used to catalyze a hydrogenation reaction under solvent free conditions. The present catalysts also allow the hydrogenation to proceed without added base, and it can be used in place of the conventional reduction methods employing hydrides of the main-group elements. Furthermore, the catalysts of the present application can catalyze a dehydrogenation reaction under homogenous and/or acceptorless conditions. As such, the catalysts provided herein can be useful in substantially reducing cost and improving the environmental profile of manufacturing processes for a variety of chemicals.
",0,US10112887-20181030.txt
"CROSS-REFERENCE TO RELATED APPLICATIONS
",0,US10112887-20181030.txt
"This application is a continuation of U.S. patent application Ser. No. 14/426,049, filed Mar. 4, 2015, which is a § 371 of International Application No. PCT/CA2013/050679, filed Sep. 4, 2013, which claims the benefit of U.S. Provisional Application No. 61/696,780, filed Sep. 4, 2012. The entire disclosure of each of the aforesaid applications is incorporated by reference in the present application.
",0,US10112887-20181030.txt
"FIELD OF THE INVENTION
",0,US10112887-20181030.txt
"The present invention pertains to catalysts. More specifically, the present invention pertains to catalysts useful in hydrogenation and dehydrogenation reactions.
",0,US10112887-20181030.txt
"INTRODUCTION
",0,US10112887-20181030.txt
"Reduction of polar C═X (X═O, N) bonds is one of the most fundamental organic reactions and is useful for the synthesis of a variety of organic alcohols and amines. Reduction of esters and imines is typically accomplished using main-group hydride reagents, such as LiAlH 4 , or using molecular hydrogen. The use of the hydride reducing reagents is inconvenient and expensive, particularly on a large scale; furthermore, this approach generates large amounts of chemical waste. The hydride reduction method can be dangerously exothermic at the stage of quenching and it can be difficult to control. The catalytic reduction of esters under hydrogen gas is, in all respects, a very attractive ‘green’ alternative to the classical hydride reduction.
",0,US10112887-20181030.txt
"A key component of the ester reduction with molecular hydrogen is the catalytic system utilized in the process. The catalyst system should ideally be able to rapidly bind and split molecular hydrogen to give a transition-metal hydride. The development of highly efficient and useful catalysts and catalytic systems for hydrogenation of lactones, esters, oils, and fats is an important need in chemistry. Particularly, developing hydrogenation processes operating in the temperature range of 20 to 100° C. and using less than 500 ppm (0.05 mol %) catalyst under relatively low H 2 pressure (1-50 bar) is highly desirable. Among the few catalysts and catalytic systems capable of converting esters and lactones into alcohols and diols under hydrogen gas, the ones that are presently most useful and efficient are complexes of ruthenium with bidentate phosphine-amine and tetradentate phosphine-imine ligands (described in Publication No. US 2010/0280273 A1, WO 2012/052996 A2, and in Angew. Chem. Int. Ed. 2007, 46, 7473). The ruthenium catalyst loadings of 500-1000 ppm (0.05-0.1 mol %) could be used in this previous system, however, the system has a few major drawbacks, including relatively poor efficiency (low turnover numbers even at 100-110° C.) and often the need for a large (5-10 mol %) amount of base, such as NaOMe, thereby reducing the product selectivity and generating large amounts of chemical waste from product neutralization and extensive purification.
",0,US10112887-20181030.txt
"The development of green chemical processes and the use of biomass for hydrogen production have attracted much attention in recent years. Furthermore, acceptorless dehydrogenative coupling of primary alcohols is an interesting transformation which leads to esters, imines, amines, or amides. Oxidant-free, catalytic dehydrogenation of alcohols is of great importance for the chemical industry. A significant advance in dehydrogenation of bio-alcohols (chiefly ethanol) has been achieved with heterogeneous catalysts, however, at the cost of using harsh reaction conditions: high temperature (>200° C.) and pressure. Therefore, designing well-defined homogeneous catalysts for alcohol dehydrogenation under mild conditions represents an important scientific and practical goal. There has been little progress in the area of acceptorless dehydrogenation of primary alcohols since Cole-Hamilton and co-workers demonstrated dehydrogenation of ethanol catalyzed by [RuH 2 (N 2 )(PPh 3 ) 3 ], where an excess of NaOH, high temperature (150° C.), and an intense light source were needed to achieve TOF=210 h −1 , after 2 h (D. Morton, D. J. Cole-Hamilton, I. D. Utuk, M. Paneque-Sosa, M. Lopez-Poveda, J. Chem. Soc. Dalton Trans. 1989, 489; D. Morton, D. Cole-Hamilton, J. Chem. Soc. Chem. Commun. 1988, 1154; and D. Morton, D. J. Cole-Hamilton, J. Chem. Soc. Chem. Commun. 1987, 248). In the recent years, several new homogeneous catalysts for acceptorless dehydrogenative coupling of primary alcohols have been developed and studied, such as the systems published by Milstein and co-workers (for a review see: D. Milstein, Top. Catal. 2010, 53, 915) and Beller ( Angew. Chem., Int. Ed. 2012, 51, 5711). However, most of these catalysts, with the exception of Ru-MACHO, are inactive at temperatures below 100° C., for example, for converting ethanol and propanol to hydrogen and ethyl acetate and propyl propionate, respectively.
",0,US10112887-20181030.txt
"Therefore, there remains a need for efficient and practical metal catalysts for the hydrogenation of esters, lactones, and fats and oils derived from natural sources, which can operate under base-free conditions and require relatively low reaction temperature and hydrogen pressure. There also remains a need for practical catalysts capable of efficient alcohol dehydrogenation under mild, and preferably neutral, reaction conditions, for environmentally benign production of esters and lactones from alcohols and diols, accompanied by formation of hydrogen gas.
",0,US10112887-20181030.txt
"The above information is provided for the purpose of making known information believed by the applicant to be of possible relevance to the present invention. No admission is necessarily intended, nor should be construed, that any of the preceding information constitutes prior art against the present invention.
",0,US10112887-20181030.txt
"SUMMARY OF THE INVENTION
",0,US10112887-20181030.txt
"An object of the present application is to provide complex catalysts based on amino-sulfide ligands for hydrogenation and dehydrogenation processes. In accordance with one aspect of the present application there is provided a metal complex of Formula II and III in-line-formulae description=""In-line Formulae"" end=""lead""? M(SN) p Z a II in-line-formulae description=""In-line Formulae"" end=""tail""? in-line-formulae description=""In-line Formulae"" end=""lead""? M(SNS)Z a III in-line-formulae description=""In-line Formulae"" end=""tail""? wherein:
",0,US10112887-20181030.txt
"each Z is simultaneously or independently a hydrogen or halogen atom, a C 1 -C 6 alkyl, a carbene group, a hydroxyl group, or a C 1 -C 7 alkoxy radical, a nitrosyl (NO) group, CO, CNR (R=Alkyl, Aryl), nitrile, phosphite, phosphinite, or phosphine such as PMe 3 or PPh 3 ;
",0,US10112887-20181030.txt
"M is a transition metal; preferably from group 6, in which Ru and Os are particularly more preferable;
",0,US10112887-20181030.txt
"p is equal to 1 or 2, whereas a is equal to 1, 2, or 3;
",0,US10112887-20181030.txt
"SN and SNS are coordinated ligands of any one of Formulae IA,B:
",0,US10112887-20181030.txt
"where
",0,US10112887-20181030.txt
"SR 1 is a thioether group, which is coordinated to the metal center of the catalyst or pre-catalyst;
",0,US10112887-20181030.txt
"the dotted lines simultaneously or independently indicate single or double bonds;
",0,US10112887-20181030.txt
"R 1 , R 2 , R 5 , and R 6 are each independently H, a substituted or unsubstituted linear or branched C 1 -C 20 alkyl (such as a C 1 -C 8 alkyl), a substituted or unsubstituted cyclic C 3 -C 8 alkyl, or a substituted or unsubstituted alkenyl, a substituted or unsubstituted C 5 -C 20 aryl (such as a C 5 -C 14 or C 5 -C 8 aryl), OR or NR 2 ; or when taken together, R 1 and R 2 groups or R 5 and R 6 groups can form a saturated or partially saturated cycle;
",0,US10112887-20181030.txt
"R 3 and R 4 are each independently H, a substituted or unsubstituted linear, branched or cyclic C 1 -C 8 alkyl or alkenyl, a substituted or unsubstituted C 5 -C 8 aromatic group, ester group; or, when taken together, R 3 and R 4 can form an optionally substituted saturated or partially saturated hetero-aromatic ring;
",0,US10112887-20181030.txt
"R 5 when taken together with R 4 can form an optionally substituted saturated or partially saturated aromatic ring;
",0,US10112887-20181030.txt
"R 7 is H, a substituted or unsubstituted linear or branched C 1 -C 8 alkyl (such as a C 1 -C 8 alkyl), a substituted or unsubstituted cyclic C 3 -C 8 alkyl, a substituted or unsubstituted alkenyl, or a substituted or unsubstituted C 5 -C 20 aryl (such as a C 5 -C 14 or C 5 -C 8 aryl); and
",0,US10112887-20181030.txt
"n, m, and q are simultaneously or independently 0, 1, or 2.
",0,US10112887-20181030.txt
"In accordance with another aspect there is provided a process for dehydrogenation of a substrate comprising:treating the substrate with a catalytic amount of a metal complex of Formula II and III in-line-formulae description=""In-line Formulae"" end=""lead""? M(SN) p Z a II in-line-formulae description=""In-line Formulae"" end=""tail""? in-line-formulae description=""In-line Formulae"" end=""lead""? M(SNS)Z a III in-line-formulae description=""In-line Formulae"" end=""tail""? as defined above.
",0,US10112887-20181030.txt
"In accordance with another aspect there is provided a process for hydrogenation of a substrate comprising: treating the substrate under a pressure of hydrogen with a catalytic amount of a metal complex of Formula II and III in-line-formulae description=""In-line Formulae"" end=""lead""? M(SN) p Z a II in-line-formulae description=""In-line Formulae"" end=""tail""? in-line-formulae description=""In-line Formulae"" end=""lead""? M(SNS)Z a III in-line-formulae description=""In-line Formulae"" end=""tail""? as defined above.
",0,US10112887-20181030.txt
"In accordance with certain embodiments, the metal complex comprises M that is a group 7 metal, a group 8 metal or a group 9 metal, for example, Ru or Os.
",0,US10112887-20181030.txt
"DESCRIPTION OF THE INVENTION
",0,US10112887-20181030.txt
"Unless defined otherwise, all technical and scientific terms used herein have the same meaning as commonly understood by one of ordinary skill in the art to which this invention belongs.
",0,US10112887-20181030.txt
"As used in the specification and claims, the singular forms “a”, “an” and “the” include plural references unless the context clearly dictates otherwise.
",0,US10112887-20181030.txt
"The term “comprising” as used herein will be understood to mean that the list following is non-exhaustive and may or may not include any other additional suitable items, for example one or more further feature(s), component(s) and/or ingredient(s) as appropriate.
",0,US10112887-20181030.txt
"As used herein, “heteroatom” refers to non-hydrogen and non-carbon atoms, such as, for example, O, S, and N.
",0,US10112887-20181030.txt
"As used herein, “alkyl” means a hydrocarbon moiety that consists solely of single-bonded carbon and hydrogen atoms, for example a methyl or ethyl group.
",0,US10112887-20181030.txt
"As used herein, “alkenyl” means a hydrocarbon moiety that is linear, branched or cyclic and comprises at least one carbon to carbon double bond. “Alkynyl” means a hydrocarbon moiety that is linear, branched or cyclic and comprises at least one carbon to carbon triple bond. “Aryl” means a moiety including a substituted or unsubstituted aromatic ring, including heteroaryl moieties and moieties with more than one conjugated aromatic ring; optionally it may also include one or more non-aromatic ring. “C 5 to C 8 Aryl” means a moiety including a substituted or unsubstituted aromatic ring having from 5 to 8 carbon atoms in one or more conjugated aromatic rings. Examples of aryl moieties include phenyl.
",0,US10112887-20181030.txt
"“Heteroaryl” means a moiety including a substituted or unsubstituted aromatic ring having from 4 to 8 carbon atoms and at least one heteroatom in one or more conjugated aromatic rings. As used herein, “heteroatom” refers to non-carbon and non-hydrogen atoms, such as, for example, O, S, and N. Examples of heteroaryl moieties include pyridyl, furanyl and thienyl.
",0,US10112887-20181030.txt
"“Alkylene” means a divalent alkyl radical, e.g., —C f H 2f — wherein f is an integer. “Alkenylene” means a divalent alkenyl radical, e.g., —CHCH—.] “Substituted” means having one or more substituent moieties whose presence does not interfere with the desired reaction. Examples of substituents include alkyl, alkenyl, alkynyl, aryl, aryl-halide, heteroaryl, cycloalkyl (non-aromatic ring), Si(alkyl) 3 , Si(alkoxy) 3 , halo, alkoxyl, amino, alkylamino, alkenylamino, amide, amidine, hydroxyl, thioether, alkylcarbonyl, alkylcarbonyloxy, arylcarbonyloxy, alkoxycarbonyloxy, aryloxycarbonyloxy, carbonate, alkoxycarbonyl, aminocarbonyl, alkylthiocarbonyl, phosphate, phosphate ester, phosphonato, phosphinato, cyano, acylamino, imino, sulfhydryl, alkylthio, arylthio, thiocarboxylate, dithiocarboxylate, sulfate, sulfato, sulfonate, sulfamoyl, sulfonamide, nitro, nitrile, azido, heterocyclyl, ether, ester, silicon-containing moieties, thioester, or a combination thereof. The substituents may themselves be substituted. For instance, an amino substituent may itself be mono or independently disubstituted by further substituents defined above, such as alkyl, alkenyl, alkynyl, aryl, aryl-halide and heteroarylcycloalkyl (non-aromatic ring).
",0,US10112887-20181030.txt
"The present application provides catalysts that are useful in catalytic hydrogenation (reduction) processes. The hydrogenation process is useful in hydrogenation of, for example, C 2 -C n (n=3-200) substrates possessing one or more ester or lactone groups to afford the corresponding alcohol, diol, or triol products. Thus, the present application further provides a practical reduction method that can be used in place of the main-group hydride reduction to obtain alcohols, diols, or triols in a simple, efficient, and “green” fashion. The catalyst of the present application is also useful in catalytic dehydrogenation process, which can be, for example, a homogeneous dehydrogenation process.
",0,US10112887-20181030.txt
"Catalyst
",0,US10112887-20181030.txt
"The processes described herein are carried out in the presence of a catalyst or a pre-catalyst in the form of a transition metal complex of tridentate SNS or bidentate SN amino-sulfide ligands. The transition metal is preferably a metal from groups 7 (manganese group), 8 (iron group), and 9 (cobalt group), in which Ru and Os are particularly preferable.
",0,US10112887-20181030.txt
"The coordinating groups of the tridentate SNS ligand consist of two thioether groups and one nitrogen (amino) group. The coordinating groups of a bidentate SN ligand consist of one thioether and one nitrogen (amino) group. The general structure of the SN ligand is represented by Formula IA and the structure of the SNS ligand is represented by Formula IB.
",0,US10112887-20181030.txt
"where
",0,US10112887-20181030.txt
"SR 1 is a thioether group, which is coordinated to the metal center of the catalyst or pre-catalyst;
",0,US10112887-20181030.txt
"the dotted lines simultaneously or independently indicate single or double bonds;
",0,US10112887-20181030.txt
"R 1 , R 2 , R 5 , and R 6 are each independently H, a substituted or unsubstituted linear or branched C 1 -C 20 alkyl (such as a C 1 -C 8 alkyl), a substituted or unsubstituted cyclic C 3 -C 8 alkyl, or a substituted or unsubstituted alkenyl, a substituted or unsubstituted C 5 -C 20 aryl (such as a C 5 -C 14 or C 5 -C 8 aryl), OR or NR 2 ; or when taken together, R 1 and R 2 groups or R 5 and R 6 groups can form a saturated or partially saturated cycle;
",0,US10112887-20181030.txt
"R 3 and R 4 are each independently H, a substituted or unsubstituted linear, branched or cyclic C 1 -C 8 alkyl or alkenyl, a substituted or unsubstituted C 5 -C 8 aromatic group, ester group; or, when taken together, R 3 and R 4 can form an optionally substituted saturated or partially saturated hetero-aromatic ring;
",0,US10112887-20181030.txt
"R 5 when taken together with R 4 can form an optionally substituted saturated or partially saturated aromatic ring;
",0,US10112887-20181030.txt
"R 7 is H, a substituted or unsubstituted linear or branched C 1 -C 8 alkyl (such as a C 1 -C 8 alkyl), a substituted or unsubstituted cyclic C 3 -C 8 alkyl, a substituted or unsubstituted alkenyl, or a substituted or unsubstituted C 5 -C 20 aryl (such as a C 5 -C 14 or C 5 -C 8 aryl); and
",0,US10112887-20181030.txt
"n, m, and q are simultaneously or independently 0, 1, or 2.
",0,US10112887-20181030.txt
"The SN and SNS ligands can be synthesized using standard procedures which are well known in the art and by the person skilled in the art. For example, SN (IA) and SNS (IB) ligands can be obtained by alkylation of a mercaptane by 2-chloro-ethylamine hydrochloride or bis-(2-chloroethyl) amine hydrochloride, respectively, under basic conditions.
",0,US10112887-20181030.txt
"According to one embodiment of the invention, the catalyst or pre-catalyst is a metal complex of the general Formulae II-III: in-line-formulae description=""In-line Formulae"" end=""lead""? M(SN) p Z a II in-line-formulae description=""In-line Formulae"" end=""tail""? in-line-formulae description=""In-line Formulae"" end=""lead""? M(SNS)Z a III in-line-formulae description=""In-line Formulae"" end=""tail""? wherein SN is the bidentate ligand of Formula IA; a is 1, 2 or 3; p is 1 or 2; SNS is the tridentate ligand of Formula IB; and each Z represents simultaneously or independently a hydrogen or halogen atom, a C 1 -C 6 alkyl radical, a carbene group, a hydroxyl group, or a C 1 -C 7 alkoxy radical, a nitrosyl (NO) group, CO, CNR (R=Alkyl, Aryl), nitrile, phosphite, phosphinite, or phosphine such as PMe 3 or PPh 3 . The catalysts and pre-catalysts can exist in both neutral and cationic forms. The transition metal M is preferably a metal from groups 7 (manganese group), 8 (iron group), and 9 (cobalt group), in which Ru and Os are particularly preferable.
",0,US10112887-20181030.txt
"In one embodiment, the catalyst has the following structure:
",0,US10112887-20181030.txt
"or the corresponding complex in with the Ru is replaced with Os.
",0,US10112887-20181030.txt
"In one embodiment, the complexes of Formulae II-III can be prepared by reaction of the ligands of Formulae IA, or IB with a metal precursor, such as those well known in the state of the art. Preferably, the metal precursor is a ruthenium or osmium compound, including, for example, a compound of the following formulae: RuCl 2 (AsPh 3 ) 3 , RuHCl(AsPh 3 ) 3 , RuCl 2 (PPh 3 ) 3 , RuHCl(PPh 3 ) 3 , RuCl 2 (CO)(PPh 3 ) 3 , RuCl 2 (CO)(AsPh 3 ) 3 , RuHCl(CO)(AsPh 3 ) 3 , OsHCl(AsPh 3 ) 3 , OsCl 2 (AsPh 3 ) 3 , OsHCl(PPh 3 ) 3 , OsCl 2 (PPh 3 ) 3 , [RuCl 2 (p-cymene)] 2 , [OsCl 2 (p-cymene)] 2 , RuCl 2 (CO)(p-cymene), OsCl 2 (CO)(p-cymene), RuCl 2 (CO)(DMF)(PPh 3 ) 2 , [IrCl(COD)] 2 , [IrCl(COE) 2 ] 2 , IrHCl 2 (PPh 3 ) 3 , IrH 2 Cl(PPh 3 ) 3 , IrHCl 2 (AsPh 3 ) 3 , or IrH 2 Cl(AsPh 3 ) 3 . The reactions can be conducted in various organic solvents, such as, but not limited to, toluene, xylene, benzene, diglyme, DMF or DME.
",0,US10112887-20181030.txt
"Hydrogenation Process
",0,US10112887-20181030.txt
"The present application additionally provides a catalytic hydrogenation process. The catalyst complexes of Formulae II-III described above, have been shown to have high reactivity in reduction of the polar C═X (X═N, O) bonds. For examples, esters, ketones, fats, esters with multiple ester groups and imines can be mentioned.
",0,US10112887-20181030.txt
"In one embodiment, there is provided a process for hydrogenation of esters using metal catalysts based on the SNS ligand of Formula IB. The ester substrates are compounds of the following formulae:
",0,US10112887-20181030.txt
"The term “substrate”, as used herein, and as commonly understood by those of skill in the art, refers to the reactant that will be converted to a product during a catalytic reaction. Groups G1 and G2, simultaneously or independently, represent a linear, branched C 1 -C 40 or cyclic C 3 -C 40 alkyl, alkenyl or aromatic group, optionally substituted. Also contemplated herein is a situation when G1 and G2 together form a C 4 -C 40 saturated or unsaturated radical. The substrate of the hydrogenation reaction can be any organic compound containing one, or more than one, carboalkoxy group or C═X (X═O, N) bond. In this respect, natural fats such as olive, canola, corn, peanut, palm and other plant oils are useful substrates that can be reduced to form a mixture of alcohols. Imines can be reduced to amines and ketones to secondary alcohols.
",0,US10112887-20181030.txt
"The reduction reaction proceeds, generally, according to the reaction scheme below:
",0,US10112887-20181030.txt
"When the substrate is a monoester or a lactone, the products are alcohols or a diol, respectively. The naturally occurring triglycerides, oils and fats, can be reduced to glycerol and the corresponding fatty alcohols. Substrates with multiple ester groups, like phthalates, are reduced to diols and polyols. When the substrates are imines or ketones, the products are secondary amines and alcohols, respectively.
",0,US10112887-20181030.txt
"According to one embodiment, the process of catalytic reduction of imines and esters implies the usage of at least one of the metal complexes II or III, hydrogen pressure, and optionally a base and a solvent. The base may be necessary in those cases when the metal catalyst III contains one or more halogen atoms bonded to the metal. The treatment with base can be done prior to the reduction or in situ by adding base to the reaction mixture during hydrogenation. The catalysts and pre-catalysts of this invention can be used in a wide range of concentrations, preferably between about 10 and about 1000 ppm, and the loadings of 500 ppm or less are particularly preferred. The preferred amount of the catalyst will depend, as it is known to the person skilled in the art, on the type of the substrate, and increasing the catalyst loading may result in faster hydrogenation. The temperature at which the hydrogenation can be carried out is between about 0° C. and about 150° C., more preferably in the range between about 20° C. and about 100° C. and, as it is known to the person skilled in the art, the reaction rate will increase with an increase of the reaction temperature. The hydrogenation reaction requires a pressure of H 2 gas and should be performed in a suitable pressure vessel. The surface area of the reactor as well as the hydrogen pressure, as it is known to the person skilled in the art, can greatly influence the reaction rate. The greater the hydrogen pressure and/or the surface area of the reactor, the faster the hydrogenation reaction rate. In one embodiment the hydrogen pressure is in range of about 5 to about 200 Bar. Again, the person skilled in the art is well able to adjust the pressure as a function of the catalyst load and of the dilution of the substrate in the solvent. Examples of typical pressures used in the present hydrogenation reactions are from about 5 to about 50 bar (5 to 50×10 5 Pa).
",0,US10112887-20181030.txt
"It should be well understood, however, that the catalyst complexes described herein are also useful in catalyzing hydrogenation of substrates including functional groups other than esters and imines. The table below provides a non-limiting list of substrates and products that can be formed from a catalytic hydrogenation reaction using a catalyst of Formula II or III.
",0,US10112887-20181030.txt
"Dehydrogenation Reaction
",0,US10112887-20181030.txt
"The present application further provides a process of catalytic dehydrogenation using the catalyst complexes of Formulae II and III. For example, these catalysts or pre-catalysts are suitable for dehydrogenation of C n (n=2-200) alcohols possessing one or more —CH 2 OH groups thereby affording hydrogen gas and the corresponding esters or lactones. The substrates are compounds of the following formulae:
",0,US10112887-20181030.txt
"In this embodiment, R groups, simultaneously or independently, represent a linear, branched C 1 -C 40 or cyclic C 3 -C 40 alkyl, alkenyl or aromatic group, optionally substituted. Also contemplated herein is the situation when R is a C 4 -C 40 saturated or unsaturated cyclic radical. This implies that the substrate can be any organic compound containing one, or more than one, hydroxyl (OH) group.
",0,US10112887-20181030.txt
"The reduction process of this embodiment is illustrated below. When the substrate is an alcohol or a diol, the product is an ester or a lactone, respectively.
",0,US10112887-20181030.txt
"According to one embodiment, the process of catalytic acceptorless dehydrogenation implies the usage of at least one of the metal complexes of Formulae II or III and (optionally) the use of a base and a solvent. The base may be necessary in those cases when the metal catalyst of Formula II or III contains one or more halogen or alkoxy (—OR) groups bonded to the metal. The catalyst can be treated with base prior to mixing with the substrate or in situ by adding base to the reaction mixture during dehydrogenation. The catalysts and pre-catalysts described herein can be used in a wide range of concentrations, preferably between about 10 and about 1000 ppm, and the loadings of 1000 ppm or less are particularly preferred. The preferred amount of the catalyst will depend, as it is known to the person skilled in the art, on the type of the substrate; and increasing the catalyst loading should result in faster dehydrogenation. The temperature at which the dehydrogenation can be carried out is between about 0° C. and about 200° C., more preferably in the range between about 50° C. and about 150° C. and, as it is known to the person skilled in the art, the reaction rate will increase with increase of the reaction temperature. The dehydrogenation process can generate a pressure of H 2 gas and, in such cases, can be performed in a suitable pressure vessel that is, if necessary, equipped with a pressure-release valve.
",0,US10112887-20181030.txt
"It should be well understood, however, that the catalyst complexes described herein are also useful in catalyzing dehydrogenation of substrates including functional groups other than alcohols. The table below provides a non-limiting list of substrates and products that can be formed from a catalytic dehydrogenation reaction using a catalyst of Formula II or III.
",0,US10112887-20181030.txt
"As noted above, a byproduct of the dehydrogenation reactions is H 2 . Accordingly, the present application further provides a process for producing H 2 . The process can conveniently make use of readily available substrates in a straightforward catalytic dehydrogenation process under relatively mild conditions to generate H 2 .
",0,US10112887-20181030.txt
"To gain a better understanding of the invention described herein, the following examples are set forth. It should be understood that these examples are for illustrative purposes only. Therefore, they should not limit the scope of this invention in any way.
",0,US10112887-20181030.txt
"EXAMPLES
",0,US10112887-20181030.txt
