,index,para,label,document,predictions
250,250,"Methods
",0,US10035871-20180731.txt,0
251,251,"The present inventions among other things provide methods of forming biodegradable elastomeric compositions and materials. In some embodiments, elastomeric compositions and materials are used to form structures (e.g., scaffold) and/or to coat devices.
",0,US10035871-20180731.txt,0
252,252,"To make a pre-polymer, various molar ratios of polyol to polyacid can be used in accordance with the present disclosure. In some embodiments, such a molar ratio is more or less than about 1:0.1, about 1:0.2, about 1:0.3, about 1:0.4, about 1:0.5, about 1:0.6, about 1:0.7, about 1:0.8, about 1:0.9, about 1:1, about 1:1.1, about 1:1.2, about 1:1.3, about 1:1.4, about 1:1.5, about 1:1.6, about 1:1.7 about 1:1.8 about 1:1.9, about 1:2 or about 1:2.5. In some embodiments, such a ratio is in a range of 1:0.5 to 1:2, or between any two values above.
",0,US10035871-20180731.txt,0
253,253,"As appreciated by a person of ordinary skill in the art, a molar ratio of a free reactive group (e.g., a hydroxyl or amino group) of a pre-polymer to a polyisocyanate or a reactive isocyanate group of a polyisocyanate dictates the crosslinking rate and density. Such a molar ratio can vary to adjust properties of an elastomeric cross-linked polyester material formed after crosslinking. In some embodiments, such a ratio is more or less than about 1:0.1, about 1:0.2, about 1:0.3, about 1:0.4, about 1:0.5, about 1:0.6, about 1:0.7, about 1:0.8, about 1:0.9, about 1:1, about 1:1.1, about 1:1.2, about 1:1.3, about 1:1.4, about 1:1.5, about 1:1.6, about 1:1.7 about 1:1.8 about 1:1.9, about 1:2 or about 1:2.5. In some embodiments, such a molar ratio is in a range of 1:0.3 to 1:1, 1:0.5 to 1:0.8 or between any two values above.
",0,US10035871-20180731.txt,0
254,254,"As illustrated in the Examples provided herein, the present invention demonstrates, among other things, that certain elastomeric materials as described herein can be prepared at low temperature rapidly by crosslinking a pre-polymer with polyisocyanate. The temperature at which the production of a pre-polymer is performed can be higher than that for crosslinking. In some embodiments, crosslinking a pre-polymer with polyisocyanate in accordance with the present disclosure is conducted at a temperature less than about 100° C., about 90° C., about 80° C., about 70° C., about 60° C., about 55° C., about 50° C., about 45° C., about 40° C., about 35° C., about 30° C., about 35° C., about 30° C., about 25° C., or even about 20° C.
",0,US10035871-20180731.txt,0
255,255,"In some embodiments, production of a pre-polymer and crosslinking are done in one step. Alternatively, production of a pre-polymer is followed by crosslinking in a two-step process.
",0,US10035871-20180731.txt,0
256,256,"In some embodiments, production of a pre-polymer is followed by crosslinking in the presence of at least one solvent. In some embodiments, production of a pre-polymer is followed by crosslinking surprisingly in a solvent free condition. In certain embodiments, a solvent-free crosslinking is conducted at a room temperature. In certain embodiments, a solvent-free crosslinking is conducted at a body temperature, which is particularly useful for in situ crosslinking of a pre-polymer.
",0,US10035871-20180731.txt,0
257,257,"In some embodiments, at least one catalyst is used for crosslinking with polyisocyanate. A catalyst, for example, can be non-toxic (in a concentration that may remain in elastomeric compositions and materials).
",0,US10035871-20180731.txt,0
258,258,"In some embodiments, a catalyst is an organometallic compound. In some embodiments, catalyst is a tertiary amine compound. Exemplary catalysts includes, but are not limited to, stannous octoate (an organobismuth compound), triethylene diamine, bis(dimethylaminoethyl)ether, dimethylethanolamine, dibutyltin dilaurate, and Coscat organometallic catalysts manufactured by Vertullus (a bismuth based catalyst), or any combination thereof.
",0,US10035871-20180731.txt,0
259,259,"A porogen may be used to generate porous elastomeric compositions and materials. In some embodiments, a porogen reserves space in an elastomeric composition or material in the process of formation and then the porogen diffuses, dissolves, or degrades, thereby inducing porosity into the formed elastomeric composition or material. In this way porogens provide latent pores. In some embodiments, a porogen is leached out of an elastomeric composition or material before use.
",0,US10035871-20180731.txt,0
260,260,"A porogen may be a gas (e.g., carbon dioxide, nitrogen, or other inert gas), liquid (e.g., water, biological fluid), or solid. In some embodiments, porogens are water soluble such as salts, sugars (e.g., sugar alcohols), polysaccharides (e.g., dextran (poly(dextrose)), water soluble small molecules, etc. Additionally or alternatively, porogens can be natural or synthetic polymers, oligomers, or monomers that are water soluble or degrade quickly under physiological conditions. Exemplary polymeric porogens include polyethylene glycol, poly(vinylpyrollidone), pullulan, poly(glycolide), poly(lactide), poly(lactide-co-glycolide), other polyesters, and starches.
",0,US10035871-20180731.txt,0
261,261,"Material Properties
",0,US10035871-20180731.txt,0
262,262,"In various embodiments, an elastomeric cross-linked polyester material formed from the a composition of the present invention, has one or more of characteristics including Young's modulus, tensile strength, elongation, size deformation, transparency to light, etc.
",0,US10035871-20180731.txt,0
263,263,"In some embodiments, an elastomeric material has Young's modulus more or less than about 0.2 MPa, about 0.5 MPa, about 1 MPa, about 2 MPa, about 5 MPa, about 8 MPa, about 10 MPa, about 12 MPa, about 15 MPa, about 18 MPa, about 20 MPa, about 22 MPa, about 25 MPa, about 28 MPa, about 30 MPa, about 40 MPa or even 50 MPa. In some embodiments, an elastomeric material has Young's modulus in a range of 0.5 MPa and 25 MPa, 1 MPa and 20 MPa, 5 MPa and 15 MPa, or any two values above.
",0,US10035871-20180731.txt,0
264,264,"In some embodiments, an elastomeric material has a tensile strength more or less than about 0.2 MPa, about 0.5 MPa, about 1 MPa, about 2 MPa, about 5 MPa, about 8 MPa, about 10 MPa, about 12 MPa, about 15 MPa, about 18 MPa, about 20 MPa, about 22 MPa, about 25 MPa, about 28 MPa, about 30 MPa, about 40 MPa or even 50 MPa. In some embodiments, an elastomeric material has a tensile strength in a range of about 0.5 MPa and about 15 MPa, about 1 MPa and about 10 MPa, or any two values above.
",0,US10035871-20180731.txt,0
265,265,"In some embodiments, an elastomeric material has an elongation more or less than about 10%, about 20%, about 50%, about 80%, about 100%, about 150%, about 200%, about 300%, about 400%, about 500%, about 600%, about 700%, or about 800%. In some embodiments, an elastomeric material has an elongation in a range of about 50% and about 600%, about 200% and about 500%, or any two values above.
",0,US10035871-20180731.txt,0
266,266,"In some embodiments, an elastomeric material has size deformation below than about 5%, about 10%, about 15%, about 20%, about 30%, about 40%, or even about 50% of its initial length, after tensile loading.
",0,US10035871-20180731.txt,0
267,267,"In some embodiments, an elastomeric material has a tensile strength stable within about 1%, about 2%, about 3%, about 5%, about 10%, about 15%, about 20%, about 25%, about 30%, about 35%, about 40%, about 45%, or about 50% of the initial sample strength over 100 cycles of extension.
",0,US10035871-20180731.txt,0
268,268,"In some embodiments, an elastomeric material has size deformation stable within about 1%, about 2%, about 3%, about 5%, about 10%, about 15%, about 20%, about 25%, about 30%, about 35%, about 40%, about 45%, or about 50% of the initial sample length over 100 cycles of extension.
",0,US10035871-20180731.txt,0
269,269,"In some embodiments, an elastomeric material is substantially transparent to light before and/or after exposure to water. For example, the transparency can be tested when an elastomeric material is made into a non-porous film form with a thickness of 200 μm. In certain embodiments, an elastomeric material in a non-porous film form with a thickness of 200 um has a light transmission percentage more than about 75%, about 80%, about 85%, about 90%, about 95%, or about 99%.
",0,US10035871-20180731.txt,0
270,270,"As illustrated in the Examples provided herein, the present invention demonstrates, among other things, that certain elastomeric materials as described herein with surprisingly transparency to light after exposure to water.
",0,US10035871-20180731.txt,0
271,271,"Agents for Delivery
",0,US10035871-20180731.txt,0
272,272,"Elastomeric compositions and materials in accordance with the present invention can comprise one or more agents for delivery. In some embodiments, one or more agents are associated independently with an elastomeric material.
",0,US10035871-20180731.txt,0
273,273,"In some embodiments, an agent for delivery associated with an elastomeric material is released when the elastomeric material degrades. Additionally or alternatively, an agent is release by diffusion.
",0,US10035871-20180731.txt,0
274,274,"In theory, any agents including, for example, therapeutic agents (e.g. antibiotics, NSAIDs, glaucoma medications, angiogenesis inhibitors, neuroprotective agents), cytotoxic agents, diagnostic agents (e.g. contrast agents; radionuclides; and fluorescent, luminescent, and magnetic moieties), prophylactic agents (e.g. vaccines), and/or nutraceutical agents (e.g. vitamins, minerals, etc.) may be associated with an elastomeric material disclosed herein to be released.
",0,US10035871-20180731.txt,0
275,275,"In some embodiments, agents for delivery utilized in accordance with the present disclosure are one or more therapeutic agents. Exemplary agents include, but are not limited to, small molecules (e.g. cytotoxic agents), nucleic acids (e.g., siRNA, RNAi, and microRNA agents), proteins (e.g. antibodies), peptides, lipids, carbohydrates, hormones, metals, radioactive elements and compounds, drugs, vaccines, immunological agents, etc., and/or combinations thereof. In some embodiments, a therapeutic agent to be delivered is an agent useful in combating inflammation and/or infection.
",0,US10035871-20180731.txt,0
276,276,"In some embodiments, a therapeutic agent is a small molecule and/or organic compound with pharmaceutical activity. In some embodiments, a therapeutic agent is a clinically-used drug. In some embodiments, a therapeutic agent is or comprises an antibiotic, anti-viral agent, anesthetic, anticoagulant, anti-cancer agent, inhibitor of an enzyme, steroidal agent, anti-inflammatory agent, anti-neoplastic agent, antigen, vaccine, antibody, decongestant, antihypertensive, sedative, birth control agent, progestational agent, anti-cholinergic, analgesic, anti-depressant, anti-psychotic, β-adrenergic blocking agent, diuretic, cardiovascular active agent, vasoactive agent, anti-glaucoma agent, neuroprotectant, angiogenesis inhibitor, etc.
",0,US10035871-20180731.txt,0
277,277,"In some embodiments, a therapeutic agent may be a mixture of pharmaceutically active agents. For example, a local anesthetic may be delivered in combination with an anti-inflammatory agent such as a steroid. Local anesthetics may also be administered with vasoactive agents such as epinephrine. To give but another example, an antibiotic may be combined with an inhibitor of the enzyme commonly produced by bacteria to inactivate the antibiotic (e.g., penicillin and clavulanic acid).
",0,US10035871-20180731.txt,0
278,278,"In some embodiments, a therapeutic agent may be an antibiotic. Exemplary antibiotics include, but are not limited to, β-lactam antibiotics, macrolides, monobactams, rifamycins, tetracyclines, chloramphenicol, clindamycin, lincomycin, fusidic acid, novobiocin, fosfomycin, fusidate sodium, capreomycin, colistimethate, gramicidin, minocycline, doxycycline, bacitracin, erythromycin, nalidixic acid, vancomycin, and trimethoprim. For example, β-lactam antibiotics can be ampicillin, aziocillin, aztreonam, carbenicillin, cefoperazone, ceftriaxone, cephaloridine, cephalothin, cloxacillin, moxalactam, penicillin G, piperacillin, ticarcillin and any combination thereof.
",0,US10035871-20180731.txt,0
279,279,"An antibiotic used in accordance with the present disclosure may be bacteriocidial or bacteriostatic. Other anti-microbial agents may also be used in accordance with the present disclosure. For example, anti-viral agents, anti-protazoal agents, anti-parasitic agents, etc. may be of use.
",0,US10035871-20180731.txt,0
280,280,"In some embodiments, a therapeutic agent may be an anti-inflammatory agent. Anti-inflammatory agents may include corticosteroids (e.g., glucocorticoids), cycloplegics, non-steroidal anti-inflammatory drusg (NSAIDs), immune selective anti-inflammatory derivatives (ImSAIDs), and any combination thereof. Exemplary NSAIDs include, but not limited to, celecoxib (Celebrex®); rofecoxib (Vioxx®), etoricoxib (Arcoxia®), meloxicam (Mobic®), valdecoxib, diclofenac (Voltaren®, Cataflam®), etodolac (Lodine®), sulindac (Clinori®), aspirin, alclofenac, fenclofenac, diflunisal (Dolobid®), benorylate, fosfosal, salicylic acid including acetylsalicylic acid, sodium acetylsalicylic acid, calcium acetylsalicylic acid, and sodium salicylate; ibuprofen (Motrin), ketoprofen, carprofen, fenbufen, flurbiprofen, oxaprozin, suprofen, triaprofenic acid, fenoprofen, indoprofen, piroprofen, flufenamic, mefenamic, meclofenamic, niflumic, salsalate, rolmerin, fentiazac, tilomisole, oxyphenbutazone, phenylbutazone, apazone, feprazone, sudoxicam, isoxicam, tenoxicam, piroxicam (Feldene®), indomethacin (Indocin®), nabumetone (Relafen®), naproxen (Naprosyn®), tolmetin, lumiracoxib, parecoxib, licofelone (ML3000), including pharmaceutically acceptable salts, isomers, enantiomers, derivatives, prodrugs, crystal polymorphs, amorphous modifications, co-crystals and combinations thereof.
",0,US10035871-20180731.txt,0
281,281,"Additionally or alternatively, an agent having NSAID-like activity can be used. Suitable compounds having NSAID activity include, but are non-limited to, the non-selective COX inhibitors, selective COX-2 inhibitors, selective COX-1 inhibitors, and COX-LOX inhibitors, as well as pharmaceutically acceptable salts, isomers, enantiomers, polymorphic crystal forms including the amorphous form, co-crystals, derivatives, prodrugs thereof.
",0,US10035871-20180731.txt,0
282,282,"Those skilled in the art will recognize that this is an exemplary, not comprehensive, list of agents that can be released using compositions and methods in accordance with the present disclosure. In addition to a therapeutic agent or alternatively, various other agents may be associated with elastomeric compositions and materials in accordance with the present disclosure.
",0,US10035871-20180731.txt,0
283,283,"Uses and Applications
",0,US10035871-20180731.txt,0
284,284,"In various embodiments, the present inventions provide biodegradable elastomeric compositions and materials tunable for use in many medical or non-medical applications. Exemplary applications described in U.S. Pat. No. 7,722,894 and U.S. Pat. No. 8,143,042 can be applicable in accordance with the present disclosure, the contents of both references are hereby incorporated by reference.
",0,US10035871-20180731.txt,0
285,285,"Fabrication of provided biodegradable elastomeric compositions and materials can be done prior to use. Additionally or alternatively, at least partial fabrication can be done in situ. For example, a precursor composition comprising a pre-polymer and a crosslink can be implanted and cured in vivo. In some embodiments, a precursor composition is injected. In some embodiments, a precursor composition is implanted or applied during surgery.
",0,US10035871-20180731.txt,0
286,286,"In some embodiments, elastomeric materials, in particular, those are transparent can be used in a form of contact lenses and/or patches on the surface of an eye. Such contact lenses can comprises ocular drugs for delivery. In some embodiments, transparent elastomeric materials can be part of a device transplanted into an eye to treat macular degeneration, diabetic retinopathy, glaucoma and/other eye diseases. For example, they can be part of a punctal plug.
",0,US10035871-20180731.txt,0
287,287,"In some embodiments, elastomeric materials, in particular, those are transparent can be used in a form of medical patches. Such patches can be attached to tissue using light activated adhesives (non-transparent materials cannot). If the procedure is done minimally invasive, it may be beneficial that a patch maintains its optically transparent properties after contact with body fluids. Such patches can be helpful for observation of underlying tissue after defect closure. For example, if a patch is used to close a stomach ulcer, an endoscopy can be done to see if the ulcer is closing properly.
",0,US10035871-20180731.txt,0
288,288,"Due to its elastomeric nature, the compositions and materials of the present inventions can be used in tissue engineering/reconstruction of tissues, especially muscle tissue, bladder, artery and heart valves. Additional or alternatively, elastomeric compositions and materials can be applied to other tissues such as lung, colon, tendon, ligament, dura, brain, etc. In certain embodiments, elastomeric compositions and materials are used as a bandage for skin or on other tissues.
",0,US10035871-20180731.txt,0
289,289,"For example, in various embodiments, an elastomeric composition or material of the present invention can be used in the form of tubes, e.g., for peripheral nerve reconstruction. Preferably, the tube is constructed to withstand pressure of the surrounding tissue and guide the nerve in its outgrowth, substantially unhampered by scar tissue formation. In peripheral nerve regeneration applications, it is preferred that the material be functionalized (e.g., with GRGD) to facilitate the attachment and guidance of Schwann cells.
",0,US10035871-20180731.txt,0
290,290,"For example, in various embodiments, a biodegradable elastomeric of the present invention can be used as a matrix, scaffold, or structure for cell attachment and/or encapsulation. In some embodiments, short-peptides (e.g., GRGD) can be incorporated into a biodegradable elastomeric material of the present invention to enhance cell adhesion. Incorporation of these short peptides can be achieved by mixing the functionalized peptides with a pre-polymer followed by crosslinking. For example, a GRGD peptide can be functionalized with a poly(ethylene glycol) spacers and a hydroxyl or amino group.
",0,US10035871-20180731.txt,0
291,291,"In various embodiments, the present inventions provide biodegradable elastomeric compositions and materials as a 3D matrix for encapsulation and proliferation of cells. For example, matrixes may be seeded with a variety of cells, such as, tenocytes, fibroblasts, ligament cells, endothelial cells, epithelial cells, muscle cells, nerve cells, kidney cells, bladder cells, intestinal cells, chondrocytes, bone-forming cells, stem cells such as human embryonic stem cells or mesenchymal stem cells, and others. In certain embodiments, matrixes are configured for stem cells.
",0,US10035871-20180731.txt,0
292,292,"Other medical applications may also benefit from elastomeric compositions and materials of the present invention. For example, after abdominal surgery, the intestines and other abdominal organs tend to adhere to one another and to the abdominal wall. It is thought that this adhesion results from post-surgical inflammation, however, anti-inflammatory drugs delivered directly to the abdominal region dissipate quickly. Elastomeric compositions and materials may be used to deliver anti-inflammatory drugs to the abdominal region. It may be implanted between the abdominal wall and internal organs, for example, by attaching it to the abdominal wall, without cutting internal organs, which would lead to infection. The anti-inflammatory drug can be released from elastomeric compositions and materials over a period of months. While previous researchers have attempted to use hydrogels, hyaluronic acid-based membranes, and other materials to solve these problems, such materials tend to degrade quickly in the body; a longer resident period is necessary to prevent adhesion.
",0,US10035871-20180731.txt,0
293,293,"Elastomeric compositions and materials may be used to coat any medical devices. In some embodiments, a medical device is an implantable device.
",0,US10035871-20180731.txt,0
294,294,"In some embodiments, an elastomeric composition or material can be used to coat a metallic stent. It may expand with the stent without ripping, while the stiffness of the metal stent will prevent the elastomeric composition or material from elastically assuming its previous shape. An elastomeric composition or material may release heparin or other anti-coagulants or anti-inflammatory agents to prevent the formation of clots or scar tissue, which could close off the blood vessel or throw off a thrombus that could cause circulatory problems, including stroke, elsewhere in the body. Alternatively or in addition, angiogenic agents may be used to promote the remodeling of the blood vessel surrounding the stent.
",0,US10035871-20180731.txt,0
295,295,"In some embodiments, an elastomeric composition or material may be used to prepare “long term” medical devices. Unlike typical permanent medical devices, an elastomeric composition or material will degrade over time. For example, an elastomeric composition or material may be fabricated into a biodegradable cardiac stent. In certain embodiments, an elastomeric composition or material is combined with a harder polymer that plastically forms for the production of stents. Exemplary polymers include any of the polymers known in the art, preferably biodegradable polymers. An elastomeric composition or material may act as a plasticizer that enables the stent to expand into the desired shape after implantation. The stent increases the diameter of the blood vessel to allow easier circulation, but, because the stent is biodegradable, surrounding blood vessels increase in diameter without thrombosis or covering the stent with scar tissue, which would reclose the blood vessel. The time the stent should remain in place and retain its shape before degradation will vary from patient to patient and depend partially on the amount of blockage and the age of the patient (e.g., older patients require more time to heal).
",0,US10035871-20180731.txt,0
296,296,"In some embodiments, an elastomeric composition or material can be used as surgical glue. A biocompatible, biodegradable surgical glue may be used to stop bleeding during surgery but does not need to be removed before the surgeon sutures the wound closed and will degrade over time.
",0,US10035871-20180731.txt,0
297,297,"In some embodiments, an elastomeric composition or material can be used as a patch for soft tissue defect repair (e.g. closure of defects, such as vascular defects, cardiac defects, GI defects).
",0,US10035871-20180731.txt,0
298,298,"In some embodiments, an elastomeric composition or material can be used to support in vivo sensors and catheters. It can be constructed into a chamber for an optical fiber-based sensor or a coating for a catheter that is inserted into the area of interest. In a sensor, the chamber contains a specific chromophore-bonded receptor for the molecule of interest. When an analyte attaches to the receptor, the chromophore will either emit or absorb light at an specific wavelength. The absorption or emission may be detected by an apparatus connected to the optical fiber. The sensor may be used for short term, continuous monitoring, for example, for ten to fifteen days. Likewise, a catheter may be used to periodically deliver drugs or other small molecules or bioactive agents to a specific site or intravenously. Use of an elastomeric composition or material reduces the formation of scar tissue which would ordinarily form around a shunt or other implant that is used for more than two weeks. The degradation rate of the bio-rubber should be optimized so that there is not significant degradation of the material while it is in place in the patient.
",0,US10035871-20180731.txt,0
299,299,"As discussed above, in some embodiments, an elastomeric composition or material comprises an agent for delivery. Such an elastomeric composition or material can be used in drug delivery. Hydroxyl or amino groups on an elastomeric composition or material of the present invention provide sites to which molecules may be attached to modify the bulk or surface properties of the material. For example, in various embodiments, tert-butyl, benzyl, or other hydrophobic groups can be added to the material to reduce the degradation rate. In various embodiments, polar organic groups such as methoxy can be used to facilitate adjustment of degradation rate and hydrophilicity. In various embodiments, addition of hydrophilic groups, for example, sugars, at these sites can be used to increase the degradation rate.
",0,US10035871-20180731.txt,0
300,300,"In various embodiments, acids can be added to an elastomeric composition or material described here to modify the properties of the material. For example, molecules with carboxylic or phosphoric acid groups or acidic sugars can be added. In various embodiments, charged groups such as sulfates and amines can be attached to elastomeric compositions and materials. Groups that are added to elastomeric compositions and materials can be added, for example, via linkage to a free hydroxyl/amino group (substituting for hydrogen), linked directly to the polymer backbone by substituting for a hydroxyl/amino group, incorporated into an organic group which is linked to elastomeric compositions and materials, and/or incorporated into a cross-link as part of the link or as a substituent on the link.
",0,US10035871-20180731.txt,0
301,301,"In various embodiments, attachment of such non-protein organic or inorganic groups to an elastomeric composition or material can be used to modify its hydrophilicity and the degradation rate and mechanism. In various embodiments, protecting group chemistry can be used to modify the hydrophilicity of the material.
",0,US10035871-20180731.txt,0
302,302,"In various embodiments, to, for example, facilitate controlling and/or regulating material interaction with cells; biomolecules and/or bioactive agents may be coupled to a hydroxyl/amino group or integrated into the polymer backbone. Association biomolecules and/or bioactive agents with elastomeric compositions and materials can be conducted in many ways known in the art. In some embodiments, biomolecules and/or bioactive agents are encapsulated within elastomeric compositions and materials. In some embodiments, biomolecules and/or bioactive agents are attached to elastomeric compositions and materials, e.g., covalently, non-covalently, etc. Such attachment can result in a slower release rate.
",0,US10035871-20180731.txt,0
303,303,"In various embodiments of compositions and materials of the present inventions including one or more biomolecules and/or bioactive agents, the cross-link density of one or more types of cross links is adjusted by adjusting the degree of urethanation, the proportion of one or more co-polymers, or both, to provide an elastomeric composition or material that has a desired biomolecule and/or bioactive agent release rate, release profile, or both.
",0,US10035871-20180731.txt,0
304,304,"In various embodiments, for example, biomolecules such as growth factors can be incorporated into a wound dressing/sealant comprising a composition or material of the present inventions to recruit cells to a wound site and/or promote specific metabolic and/or proliferative behavior in cells that are at the site and/or seeded within the matrix. Exemplary growth factors include, without limitation, TGF-β, acidic fibroblast growth factor, basic fibroblast growth factor, epidermal growth factor, IGF-I and II, vascular endothelial-derived growth factor, bone morphogenetic proteins, platelet-derived growth factor, heparin-binding growth factor, hematopoetic growth factor, and peptide growth factor. In various embodiments, integrins and cell adhesion sequences (e.g., the RGD sequence) can be attached to the compositions and materials of the present inventions to facilitate cell adhesion. In various embodiments, extracellular matrix components, e.g., collagen, fibronectin, laminin, elastin, etc., can be combined with compositions and materials of the present inventions to manipulate cell recruitment, migration, and metabolism and the degradation and mechanical properties of the material. In various embodiments, proteoglycans and glycosaminoglycans can be covalently or non-covalently attached to compositions and materials of the present inventions.
",0,US10035871-20180731.txt,0
305,305,"EXEMPLIFICATION
",0,US10035871-20180731.txt,0
306,306,"Aspects of the present disclosure may be further understood in light of the following examples, which are not exhaustive and which should not be construed as limiting the scope of the inventions described here in any way.
",0,US10035871-20180731.txt,0
307,307,"In the following examples, we describe a novel biocompatible and mechanically tunable elastomer, poly(glycerol sebacate urethane) (PGSU). Various elastomeric compositions and materials, in some embodiments, are suitable for efficient encapsulation and controlled delivery of bioactive macromolecules, and may be applied on cardiac drug delivery.
",0,US10035871-20180731.txt,0
308,308,"Example 1: PGS Pre-Polymer Synthesis
",0,US10035871-20180731.txt,0
309,309,"All chemicals were purchased form Sigma-Aldrich (Milwaukee, Wis.) and used as received unless otherwise specified. Poly(glycerol sebacate) (PGS) pre-polymer was synthesized through the polycondensation of equimolar amounts (0.05 mol) of glycerol and sebacic acid at 120° C. and under nitrogen atmosphere for 8 hours. The pressure was reduced using an in-house vacuum line and the reaction followed for 16 hours, yielding a pale-yellow viscous pre-polymer. The molecular weight was evaluated using gel permeation chromatography (Viscotek TDA 305 with Agilent 1260 pump and autosampler, Malvern Instruments, Worcestershire, United Kingdom). Samples were solubilized in tetrahydrofurane (THF) as solvent and eluted through a series of three columns (CLM3010 LT6000L, Malvern) at a flow rate of 1 ml/min. Linear polystyrene standards were used for calibration.
",0,US10035871-20180731.txt,1
310,310,"Example 2: Methodology for Preparing PGS Pre-Polymer with Different MWs
",0,US10035871-20180731.txt,0
311,311,"The present Example describes methodologies used to prepare exemplary PGS pre-polymers of different molecular weights.
",0,US10035871-20180731.txt,0
312,312,"PGS pre-polymer was synthesized through the polycondensation of equimolar amounts (0.05 mol) of glycerol and sebacic acid at 120° C. and under nitrogen atmosphere for 8 hours. The pressure was reduced using an in-house vacuum line and the reactions followed for:
",0,US10035871-20180731.txt,0
313,313,"<13 hours—for a molecular weight bellow 5,000 Da
",0,US10035871-20180731.txt,0
314,314,"16 hours—for a final molecular weight of around 10,000 Da
",0,US10035871-20180731.txt,0
315,315,"22 hours—for a final molecular weight about 20,000 Da
",0,US10035871-20180731.txt,0
316,316,"It should be understood that the molecular weights indicated above are those usually observed in reactions under the indicated conditions, but as those skilled in the art variability can occur, for example due to variations in vacuum intensity or temperature control of the reaction.
",0,US10035871-20180731.txt,0
317,317,"It will further be understood that it is not always desirable or possible to make molecular weight measurements of all samples through GPC. However, reaction time can be controlled and viscous properties of produced pre-polymers can be evaluated. Viscous properties are known to correlate to molecular.
",0,US10035871-20180731.txt,0
318,318,"Example 3: PGSU Synthesis Using a Solvent-Based Approach (PGSU-S)
",0,US10035871-20180731.txt,2
319,319,"To synthesize PGS-urethane (PGSU), after cooling, the PGS pre-polymer was solubilized in dimethylformamide (DMF, 10% w/v) and heated to 55° C. in the presence of the catalyst stannous 2-ethyl-hexanoate (Tin (II), 0.05% w/v). Hexamethylene diisocyanate (HDI) was added dropwise to the reaction mixture. To obtain polymeric films with distinct physico-chemical properties, different molar ratios of HDI were used (glycerol:HDI-1:1, 1:0.5, 1:0.3). The reaction flask was purged with nitrogen, sealed and the reaction followed for 5 h. The solution was then cast on a teflon mold and the solvent allowed to evaporate for 3 days at room temperature and 2 days in a vacuum oven at 30° C. to obtain smooth, non-porous films. Solubility of PGSU-S films was evaluated in solvents including THF, dimethylsulfoxide, dioxane, DMF, dichloromethane.
",0,US10035871-20180731.txt,1
320,320,"Example 4: Properties of PGSU Films Prepared Using Solvent Based Methodology
",0,US10035871-20180731.txt,0
321,321,"The present Example describes the impact of various reaction conditions and components on certain mechanical properties of PGSU films prepared using solvent-based methodology as described herein.
",0,US10035871-20180731.txt,0
322,322,"A—Effect of Molecular Weight
",0,US10035871-20180731.txt,0
323,323,"A.1—Molecular Weight Profoundly Impacts Properties
",0,US10035871-20180731.txt,0
324,324,"For all the conditions, a constant amount of tin II catalyst (0.1% w/v) was used, and reactions were performed in 10% PGS (w/v) solutions. It was observed that a) low MW (below about 5000 Da) pre-polymers do not permit preparation of PGSU-S with a crosslinking degree of 1:0.3; higher crosslink ratios can be achieved; b) high MW (above about 20,000 Da) do not follow the standard reaction times, especially under conditions of high crosslinking degree (1:1) as it will gel in the flask and do not allow film casting; and c) films do not form with crosslinking ratios below 1:0.3 for the standard Mw of 10,000 Da.
",0,US10035871-20180731.txt,2
325,325,"Example 5: PGSU Synthesis Using a Solvent-Free Approach (PGSU-SF)
",0,US10035871-20180731.txt,0
326,326,"HDI pre-mixed with Tin(II) (1% v/v) was added to PGS pre-polymer and thoroughly mixed. Several ratios of crosslinking agent were tested (glycerol:HDI-1:1, 1:0.5, 1:0.3). To obtain thin non-porous films, immediately after homogenization, the mixture was spin coated (SCS G3 Spin Coater, Specialty Coating systems, Amherst, N.H.) at 3000 RPM for 3 minutes on glass coverslips. To facilitate ease of release from the underlying substrate, the coverslips surface was pre-modified with a (tridecafluoro-1,1,2,2-tetrahydrooctyl)-1-trichlorosilane (Gellest, Morrisville, Pa.). Briefly, after the first spin coating, the material was allowed to polymerize for at least 12 hours, followed by spin coating of a second layer directly on the already crosslinked film. The layered structure was confirmed by adding a fluorescent dye (rhodamin B and FITC) to each of the layers prior spin coating, followed by microscope observation. Elastomeric film thickness could be controlled by the consecutive layering of PGSU-SF or by changing the rotation speed during the spin coating procedure. Porous scaffolds were fabricated through a foaming process well known for polyurethane materials, without requiring the use of porogens or blowing agents. Briefly, HDI pre-mixed with Tin(II) (1% v/v) was thoroughly mixed with PGS pre-polymer, followed by casting on a Teflon mold containing grooves (1 cm in diameter and 1 mm in height). The presence of moisture, results in the reaction of HDI with water to form carbon dioxide gas, which diffuses through the elastomeric material and creates pores during the curing procedure. More details can be found in S. Guelcher, A. Srinivasan, A. Hafeman, K. Gallagher, J. Doctor, S. Khetan, S. McBride, J. Hollinger, Tissue Eng. 2007, 13, 2321, which is hereby incorporated by references.
",0,US10035871-20180731.txt,0
327,327,"Example 6: Properties of PGSU Films Prepared Using Solvent Free Methodology
",0,US10035871-20180731.txt,0
328,328,"The present Example describes the impact of various reaction conditions and components on certain mechanical properties of PGSU films prepared using solvent-free methodology as described herein. PGS having a MW of approximately 10,000 were used.
",0,US10035871-20180731.txt,0
329,329,"A. Effect of Catalyst
",0,US10035871-20180731.txt,0
