,para,label,document,predictions
1180,"Example 14-9: 5-(1-Benzofuran-5-yl)-N2-[1-(difluoromethyl)-3-methyl-1H-pyrazol-4-yl]-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidine-2,4-diamine
",2,EP3312182A1.txt,0
1182,"Example 14-10: 5-(1-Benzofuran-5-yl)-N2-(2,5-dimethyl-1,3-thiazol-4-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidine-2,4-diamine
",2,EP3312182A1.txt,0
1184,"Example 14-11: 5-(1-Benzofuran-5-yl)-7-isopropyl-N2-(3-methoxy-1-methyl-1H-pyrazol-4-yl)-7H-pyrrolo[2,3-d]pyrimidine-2,4-diamine
",2,EP3312182A1.txt,0
1186,"Example 14-12: 5-[4-(Difluoromethoxy)phenyl]-N2-[2-fluoro-4-(methylsulfonyl)phenyl]-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidine-2,4-diamine
",2,EP3312182A1.txt,0
1188,"Example 14-13: 4-{[4-Amino-5-(4-chloro-3-methoxyphenyl)-7-isopropyl-7H-pyrrolo [2,3-d]pyrimidin-2-yl]amino}-3-fluoro-N-methylbenzamide
",2,EP3312182A1.txt,0
1195,"Example 16: [(4-{[4-Amino-5-(1-benzofuran-5-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-fluorophenyl)sulfonyl]acetic acid
",2,EP3312182A1.txt,0
1201,"Examples 18-1 to 18-2:
",0,EP3312182A1.txt,2
1202,"A similar procedure to Reference Example 1 → Reference Example 2 → Reference Example 3 → Reference Example 4 → Reference Example 5 → Reference Example 6 → Reference Example 7 → Reference Example 8 → Reference Example 9 → Example 2 → Example 15 was carried out by using a corresponding amine compound instead of 1,3-dimethylpyrazol-4-amine hydrochloride, using 2,4-dichloro-7H-pyrrolo[2,3-d]pyrimidine instead of 4,6-dichloro-1H-pyrazolo[3,4-d]pyrimidine, and using 1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl-4-boronic acid instead of 1-(tert-butyldimethylsilyl)-1H-indol-5-ylboronic acid to give the compound of the present invention having the following physical properties.
",0,EP3312182A1.txt,1
1204,"<img> id-imgb0061.tif </img>
",1,EP3312182A1.txt,0
1206,"Example 18-2: 2-(4-{[4-Amino-5-(1H-indazol-4-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino]-2,3-difluorophenyl)-2-methylpropanoic acid
",2,EP3312182A1.txt,0
1207,"<img> id-imgb0062.tif </img>
",1,EP3312182A1.txt,0
1215,"Example 19: 2-(4-{[4-Amino-5-(1H-indazol-4-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-methyl-1H-pyrazol-1-yl)acetamide
",2,EP3312182A1.txt,0
1218,"Example 20: (4-{[4-Amino-5-(1H-indazol-4-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-methyl-1H-pyrazol-1-yl)acetonitrile
",2,EP3312182A1.txt,0
1220,"To a solution of the compound (20 mg) prepared in Reference Example 18 in dichloromethane (1.5 mL), pyridine (0.5 mL) and trifluoroacetic anhydride (27 µL) were added at 0°C, and the mixture was stirred at room temperature for 18 hours. To the reaction solution, a saturated sodium bicarbonate aqueous solution was added, and the solution was stirred at room temperature for 16 hours. The reaction solution was diluted with dichloromethane, and was washed with a saturated sodium bicarbonate aqueous solution and a saturated saline solution. The obtained organic layer was dried over anhydrous sodium sulfate, and was concentrated under a reduced pressure. The residue was purified by silica gel column chromatography to give a tetrahydropyran protected product of the title compound (15 mg). A similar procedure to Example 2 was carried out by using the tetrahydropyran protected product (15 mg) to give the compound of the present invention having the following physical properties.TLC: Rf 0.29 (ethyl acetate);1H-NMR (CDCl3): δ1.56-1.61, 2.29, 4.88-5.04, 6.41, 7.02, 7.20-7.23, 7.43-7.48, 8.14, 8.22.
",2,EP3312182A1.txt,1
1221,"Example 21: 4-{[4-Amino-5-(1-benzofuran-5-yl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-N-[2-(dimethylamino)ethyl]-3-fluorobenzamide
",2,EP3312182A1.txt,0
1224,"Example 22: 4-{[4-Amino-5-(4-chloro-3-hydroxyphenyl)-7-isopropyl-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-fluoro-N-methylbenzamide
",2,EP3312182A1.txt,0
1231,"Example 23: 1-(4-{[4-Amino-5-(1H-indazol-4-yl)-7-(3-oxetanyl)-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-methyl-1H-pyrazol-1-yl)-2-methyl-2-propanol
",2,EP3312182A1.txt,0
1236,"Example 24: 4-{[4-Amino-5-(1-benzofuran-5-yl)-7-(difluoromethyl)-7H-pyrrolo[2,3-d]pyrimidin-2-yl]amino}-3-fluoro-N,N-dimethylbenzamide
",2,EP3312182A1.txt,0
1253,"Example 25: 4-{[4-Amino-5-(3-hydroxyphenyl)-7-isopropylpyrrolo[2,1-f][1,2,4]triazin-2-yl]amino}-3-fluoro-N,N-dimethylbenzamide
",2,EP3312182A1.txt,0
1256,"Examples 26-1 to 26-3:
",0,EP3312182A1.txt,2
1257,"A similar procedure to Reference Example 23 → Reference Example 24 → Reference Example 25 → Reference Example 26 → Reference Example 27 → Reference Example 28 → Example 2 was carried out by using 4-amino-3-fluoro-N,N-dimethylbenzamide or a corresponding amine compound instead of 4-amino-3-fluoro-N,N-dimethylbenzamide, and using 1-(tetrahydro-2H-pyran-2-yl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indazole instead of 4-benzyloxyphenylboronic acid to give the compound of the present invention having the following physical properties. Meanwhile, HPLC preparative purification was performed instead of silica gel column chromatography in Example 2.
",0,EP3312182A1.txt,1
1468,"Example 5: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(2 -oxobenzo[d]oxazol-3(2H)-yl)pyrimidin-2-ylamino)phenyl) acrylamide hydrochloride
",0,EP3323817A1.txt,2
1488,"Example 6: N-(2-((2-hydroxyethyl)(methyl)amino)-4-methoxy-5-(4-(3-methyl-2 -oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide
",0,EP3323817A1.txt,2
1496,"Example 7: (E)-N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4 -(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)-4 -methoxybut-2-enamide
",2,EP3323817A1.txt,0
1507,"Example 9: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(5-methyl-2-oxo-2,3-dihydrobenzo [d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,EP3323817A1.txt,2
1524,"Example 10: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-5-(4-(5-fluoro-3 -methyl-2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)-4-methoxyphenyl) acrylamide hydrochloride
",0,EP3323817A1.txt,2
1782,"Example 2: 2,2-Difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-trifluoromethyl)phenyl)ureido)phenyl)-N-(2,2,2-trifluoroethyl)acetamide
",2,EP3330263A1.txt,0
1785,"Example 3: 2,2-Difluoro-N-isopropyl-2-(4-(thiophen-3-yl)-3-(3-(3-trifluoromethyl)phenyl) ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1788,"Example 4: N-(1-cyanocyclopropyl)-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl) phenyl)ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1791,"Example 5: 2,2-Difluoro-N-(oxetan-3-yl)-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1794,"Example 6: N-(azetidin-3-yl)-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1797,"Example 7: 2,2-Difluoro-N-(1-methylazetidin-3-yl)-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1800,"Example 8: 2,2-Difluoro-N-(2-hydroxy-2-methylpropyl)-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl) phenyl)ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1803,"Example 9: N-cyclopropyl-2,2-difluoro-2-(4-(thiophen-3-yl)-3-(3-(2-(trifluoromethyl)pyridine -4-yl)ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1806,"Example 10: N-cyclopropyl-2,2-difluoro-2-(3-(3-(4-fluoro-3-(trifluoromethyl)phenyl) ureido)-4-(thiophen-3-yl)phenyl)acetamide
",2,EP3330263A1.txt,0
1809,"Example 11: N-cyclopropyl-2,2-difluoro-2-(3-(3-(3-(trifluoromethyl)phenyl)ureido)-4-(6-(trifluoromethyl)pyridin-2-yl)phenyl)acetamide
",2,EP3330263A1.txt,0
1812,"Example 12: N-cyclopropyl-2,2-difluoro-2-(2-(3-(3-(trifluoromethyl)phenyl)ureido)-[1,1'-biphenyl]-4-yl)acetamide
",2,EP3330263A1.txt,0
1815,"Example 13: N-cyclopropyl-2-(4-(1,3-dimethyl-1H-pyrazol-5-yl)-3-(3-(3-(trifluoromethyl) phenyl)ureido)phenyl)-2,2-difluoroacetamide
",2,EP3330263A1.txt,0
1834,"Example 15: N-cyclopropyl-2-methyl-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)propanamide
",2,EP3330263A1.txt,0
1846,"Example 19: N-cyclopropyl-1-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) cyclobutanecarboxamide
",2,EP3330263A1.txt,0
1849,"Example 20: N-cyclopropyl-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)phenyl) tert-butanamide
",2,EP3330263A1.txt,0
1852,"Example 21: 2-Amino-N-cyclopropyl-2-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl) ureido)phenyl)acetamide
",2,EP3330263A1.txt,0
1858,"Example 23: N-cyclopropyl-4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)benzamide
",0,EP3330263A1.txt,2
1883,"Example 25: 1-(5-(cyclopropylamino)methyl)-2-(thiophen-3-yl)phenyl)-3-(3-(trifluoromethyl) phenyl)urea
",2,EP3330263A1.txt,0
1923,"Example 28: N-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)benzyl) cyclopropanecarboxamide
",2,EP3330263A1.txt,0
1926,"Example 29: N-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)benzyl) cyclopropylsulfonamide
",2,EP3330263A1.txt,0
1928,"N-(4-(thiophen-3-yl)-3-(3-(3-(trifluoromethyl)phenyl)ureido)benzyl)cyclopropylsulfonamid e was prepared referring to the synthetic method in Example 27. 1H-NMR (400 MHz, DMSO-d6): δ=9.40 (s, 1H), 8.01 (s, 1H), 7.87 (d, J=3.5 Hz, 2H), 7.73-7.60 (m, 3H), 7.51-7.46 (m, 2H), 7.33-7.22 (m, 3H), 7.16-7.08 (m, 1H), 4.20 (d, J=6.4 Hz, 2H), 2.61-2.49 (m, 1H), 0.91 (m, 4H).
",1,EP3330263A1.txt,0
2029,"1-1. Method for Preparing MitoFreSH-PPh3 (Formula III)
",0,EP3674305A1.txt,2
2031,"Compound 1
",2,EP3674305A1.txt,0
2040,"1H NMR (400 MHz, CDCl3): a (ppm) = 9.66 (br s, 1H), 9.17 (br s, 1H), 9.00 (br s, 2H), 7.73-7.85 (m, 15H), 3.74-3.79 (m, 2H), 3.63-3.67 (m, 2H), 3.38 (br s, 2H), 2.96 (br s, 2H), 2.49 (br s, 1H), 2.28 (br s, 2H), 2.06 (br s, 2H).
",1,EP3674305A1.txt,2
2042,"10-oxo-2,3,5,6-tetrahydro-1H,4H,10H-11-oxa-3a-azabenzo
",1,EP3674305A1.txt,2
2045,"1-2. Synthesis of MitoFreSH-Piperazine (Formula IV)
",0,EP3674305A1.txt,2
2047,"Compound 4
",2,EP3674305A1.txt,0
2056,"MitoFreSH-Piperazine (Formula IV)
",2,EP3674305A1.txt,0
2059,"1-3. Synthesis of MitoFreSH-Cl (Formula V)
",0,EP3674305A1.txt,2
2091,"Compound 2
",2,EP3674305A1.txt,0
2094,"Compound 2A 1H NMR (500 MHz, CDCl3): a (ppm) = 6.73 (br, 1H), 4.96 (br, 1H), 3.57-3.69 (m, 8H), 3.51 (m, 2H), 3.41 (s, 2H), 3.34 (m, 2H), 1.45 (s, 9H).
",2,EP3674305A1.txt,0
2095,"Compound 2B 1H NMR (500 MHz, DMSO-d6): a (ppm) = 8.19 (t, J = 5.2 Hz, 1H), 6.79 (t, J = 5.6 Hz, 1H), 3.59 (s, 2H), 3.04 (m, 2H), 2.88 (m, 2H), 1.37 (s, 9H), 1.33-1.39 (m, 4H), 1.22-1.24 (m, 4H).
",2,EP3674305A1.txt,0
2096,"Compound 2C 1H NMR (500 MHz, CDCl3): a (ppm) = 7.18 (br, 1H), 4.90(br, 1H), 3.62-3.69 (m, 8H), 3.60 (m, 2H), 3.53 (t, J = 6.0 Hz, 2H), 3.45 (m, 2H), 3.37 (s, 2H), 3.22 (m, 2H), 1.82 (m, 2H), 1.76 (m, 2H), 1.44 (s, 9H).
",2,EP3674305A1.txt,0
2100,"Compound 3A 1H NMR (500 MHz, CDCl3): a (ppm) = 8.62 (s, 1H), 8.55 (s, 1H), 7.00 (s, 1H), 6.67 (br, 1H), 5.08 (br, 1H), 3.62-3.65 (m, 5H), 3.57 (t, J = 5.2 Hz, 2H), 3.34-3.39 (m, 6H), 2.87 (t, J = 6.5 Hz, 2H), 2.76 (t, J = 6.2 Hz, 2H), 1.96-2.00 (m, 4H), 1.44 (s, 9H).
",2,EP3674305A1.txt,0
2101,"Compound 3B 1H NMR (500 MHz, CDCl3): a (ppm) = 8.60 (s, 1H), 8.56 (s, 1H), 7.00 (s, 1H), 6.22 (br, 1H), 4.53 (br, 1H), 3.35-3.40 (m, 6H), 3.11 (m, 2H), 2.87 (t, J = 6.2 Hz, 2H), 2.76 (t, J = 6.1 Hz, 2H), 1.96-2.00 (m, 4H), 1.44 (s, 9H), 1.44-1.50 (m, 4H), 1.35-1.38 (m, 4H).
",2,EP3674305A1.txt,0
2102,"Compound 3C 1H NMR (500 MHz, CDCl3): a (ppm) = 8.60 (s, 1H), 8.53 (s, 1H), 6.99 (s, 1H), 6.97 (br, 1H), 5.01 (br, 1H), 3.72 (m, 2H), 3.63-3.67(m, 6H), 3.59 (m, 2H), 3.52-3.56 (m, 4H), 3.35-3.39 (m, 4H), 3.22 (m, 2H), 2.87 (t, J = 6.4 Hz, 2H), 2.76 (t, J = 6.2 Hz, 2H), 1.96-2.00 (m, 4H), 1.88 (m, 2H), 1.75 (m, 2H), 1.43 (s, 9H).
",2,EP3674305A1.txt,0
2103,"GogiFreSH
",2,EP3674305A1.txt,0
2106,"GolgiFreSH-A (formula VII) 1H NMR (500 MHz, CDCl3): a (ppm) = 8.52 (s, 1H), 8.49 (s, 1H), 7.64 (d, J = 8.6 Hz, 2H), 7.46 (d, J = 8.6 Hz, 2H), 6.93 (d, J = 2.3 Hz, 1H), 6.89 (s, 1H), 6.80 (d, J = 9.1 Hz, 1H), 6.61-6.63 (m, 2H), 6.39 (t, J = 5.6 Hz, 1H), 3.80 (s, 3H), 3.65 (s, 2H), 3.48-3.55 (m, 10H), 3.44 (m, 2H), 3.35-3.39 (m, 4H), 2.86 (t, J = 6.2 Hz, 2H), 2.72 (t, J = 6.5 Hz, 2H), 2.40 (s, 3H), 1.95-1.99 (m, 4H).
",2,EP3674305A1.txt,0
2107,"GolgiFreSH-B (formula VIII) 1H NMR (500 MHz, CDCl3): a (ppm) = 8.57 (s, 1H), 8.50 (s, 1H), 7.66 (m, 2H), 7.48 (m, 2H), 6.98 (s, 1H), 6.90 (d, J = 2.4 Hz, 1H), 6.87 (d, J = 9.1 Hz, 1H), 6.69 (dd, 3J = 9.1 Hz, 4J = 2.4 Hz, 1 H), 6.23 (t, J = 5.7 Hz, 1H), 5.78 (t, J = 5.8 Hz, 1H), 3.82 (s, 3H), 3.65 (s, 2H), 3.28-3.39 (m, 6H), 3.20 (m, 2H), 2.86 (t, J = 6.4 Hz, 2H), 2.76 (t, J = 6.2 Hz, 2H), 2.39 (s, 3H), 1.95-2.00 (m, 4H), 1.50 (m, 2H), 1.42 (m, 2H), 1.22-1.31 (m, 4H); HRMS (m/z): [M+Na]+ 769.2772.
",2,EP3674305A1.txt,0
2108,"GolgiFreSH-C (formula IX) 1H NMR (500 MHz, CDCl3): a (ppm) = 8.55 (s, 1H), 8.48 (s, 1H), 7.67 (d, J = 8.0 Hz, 2H), 7.47 (d, J = 8.0 Hz, 2H), 6.98 (t, J = 4.9 Hz, 1H), 6.96 (s, 1H), 6.92 (s, 1H), 6.87 (d, J = 9.0 Hz, 1H), 6.66 (d, J = 9.0 Hz, 1H), 6.34 (t, J = 4.9 Hz, 1H), 3.81 (s, 3H), 3.57-3.63 (m, 8H), 3.42-3.51 (m, 8H), 3.31-3.38 (m, 6H), 2.85 (t, J = 6.2 Hz, 2H), 2.75 (t,J = 5.9 Hz, 2H), 2.37 (s, 3H), 1.95-1.99 (m, 4H), 1.84 (m, 2H), 1.71 (m, 2H); HRMS (m/z): [M+Na]+ 900.3390.
",2,EP3674305A1.txt,0
2193,"SSM-1 & <img> id-EP3708563A1_00031.PNG </img> & SSM-8 & <img> id-EP3708563A1_00032.PNG </img>
",0,EP3708563A1.txt,2
2194,"SSM-2 & <img> id-EP3708563A1_00033.PNG </img> & SSM-9 & <img> id-EP3708563A1_00034.PNG </img>
",0,EP3708563A1.txt,2
2195,"SSM-3 & <img> id-EP3708563A1_00035.PNG </img> & SSM-10 & <img> id-EP3708563A1_00036.PNG </img>
",0,EP3708563A1.txt,2
2196,"SSM-4 & <img> id-EP3708563A1_00037.PNG </img> & SSM-11 & <img> id-EP3708563A1_00038.PNG </img>
",0,EP3708563A1.txt,2
2197,"SSM-5 & <img> id-EP3708563A1_00039.PNG </img> & SSM-12 & <img> id-EP3708563A1_00040.PNG </img>
",0,EP3708563A1.txt,2
2198,"SSM-6 & <img> id-EP3708563A1_00041.PNG </img> & SSM-13 & <img> id-EP3708563A1_00042.PNG </img>
",0,EP3708563A1.txt,2
2199,"SSM-7 & <img> id-EP3708563A1_00043.PNG </img> & SSM-14 & <img> id-EP3708563A1_00044.PNG </img>
",0,EP3708563A1.txt,2
2200,"SSM-15 & <img> id-EP3708563A1_00045.PNG </img> & SSM-22 & <img> id-EP3708563A1_00046.PNG </img>
",0,EP3708563A1.txt,2
2201,"SSM-16 & <img> id-EP3708563A1_00047.PNG </img> & SSM-23 & <img> id-EP3708563A1_00048.PNG </img>
",0,EP3708563A1.txt,2
2202,"SSM-17 & <img> id-EP3708563A1_00049.PNG </img> & SSM-24 & <img> id-EP3708563A1_00050.PNG </img>
",0,EP3708563A1.txt,2
2203,"SSM-18 & <img> id-EP3708563A1_00051.PNG </img> & SSM-25 & <img> id-EP3708563A1_00052.PNG </img>
",0,EP3708563A1.txt,2
2204,"SSM-19 & <img> id-EP3708563A1_00053.PNG </img> & SSM-26 & <img> id-EP3708563A1_00054.PNG </img>
",0,EP3708563A1.txt,2
2206,"SSM-21 & <img> id-EP3708563A1_00057.PNG </img> & SSM-28 & <img> id-EP3708563A1_00058.PNG </img>
",0,EP3708563A1.txt,2
2394,"Nuclear magnetic resonance (1HNMR) spectra were obtained on 600 MHz Bruker Advance DPX600 spectrometer at Faculty of Science, King Abdulaziz University using Me4Si as the internal reference, and DMSO-d6 or CDCl3 were used as solvents. The chemical shifts were measured in δ ppm. General procedure for the synthesis of target compounds.
",2,US10654800B1.txt,0
2399,"N.B. All compounds were confirmed with LC/MS and showed excellent purities (over 95%) 1H NMR of GLP-1: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.46 (brs, 6H, 2CH2, 2 CH), 1.50-1.51 (brs, 4H, 2CH2), 2.13 (brs, 2H, CH2), 2.33 (br, 1H, NH—CH2), 3.24 (brs, 2H, CH2), 4.45 (brs, 1H, OH), 7.04-7.07 (t, 1H, Arom-H), 7.29-7.33 (t, 2H, Arom-H) 7.60-7.63 (d, 2H, Arom-H), 9.88 (brs, 1H, NH).
",2,US10654800B1.txt,0
2400,"1H NMR of GLP-2: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.48 (brs, 6H, 2CH2, 2 CH), 1.51 (brs, 4H, 2CH2), 2.14 (brs, 2H, CH2), 2.26 (s, 3H, CH3), 2.75 (br, 1H, NH—CH2), 3.23 (brs, 2H, CH2), 4.46 (brs, 1H, OH), 6.99-7.03 (t, 1H, Arom-H), 7.16-7.18 (d, 1H, Arom-H) 7.20-7.23 (t, 1H, Arom-H), 8.01-8.03 (d, 1H, Arom-H), 9.86 (brs, 1H, NH).
",2,US10654800B1.txt,0
2401,"1H NMR of GLP-3: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.46-1.47 (brs, 6H, 2CH2+2 CH), 1.51-1.51 (brs, 4H, 2CH2), 2.13 (brs, 2H, CH2), 2.25 (s, 3H, CH3), 2.30 (br, 1H, NH—CH2), 3.22 (brs, 2H, CH2), 4.41 (brs, 1H, OH), 7.10-7.12 (d, 2H, Arom-H), 7.49-7.51 (d, 2H, Arom-H), 9.74 (brs, 1H, NH).
",2,US10654800B1.txt,0
2402,"1H NMR of GLP-5: DMSO-d6, δ 1.42 (brs, 2H, CH2), 1.46 (brs, 6H, 2CH2, 2 CH), 1.50 (brs, 4H, 2CH2), 2.13 (brs, 2H, CH2), 2.78 (br, t, 1H, NH—CH2), 3.33 (brs, 2H, CH2), 3.88 (s, 3H, OCH3), 4.45 (brs, 1H, OH), 6.90-6.93 (m, 1H, Arom-H), 7.00-7.07 (m, 1H, Arom-H) 8.24-8.25 (d, 1H, Arom-H), 10.27 (brs, 1H, NH).
",2,US10654800B1.txt,0
2403,"1H NMR of GLP-14: DMSO-d6, δ 1.44 (brs, 2H, CH2), 1.48 (brs, 6H, 2CH2, 2 CH), 1.52 (brs, 4H, 2CH2), 2.16 (brs, 2H, CH2), 2.56 (br, 1H, NH—CH2), 3.27 (brs, 2H, CH2), 4.54 (brs, 1H, OH), 7.31-7.33 (t, 1H, Arom-H), 7.70-7.72 (t, 1H, Arom-H) 7.75-7.76 (d, 1H, Arom-H), 8.51-8.53 (d, 1H, Arom-H), 10.5 (brs, 1H, NH).
",2,US10654800B1.txt,0
2404,"1H NMR of GLP-15: DMSO-d6, δ 1.45 (brs, 2H, CH2), 1.49 (brs, 6H, 2CH2, 2 CH), 1.53 (brs, 4H, 2CH2), 2.16 (brs, 2H, CH2), 2.57 (br, 1H, NH—CH2), 3.31 (brs, 2H, CH2), 4.51 (brs, 1H, OH), 7.44-7.45 (d, 1H, Arom-H), 7.59-7.61 (t, 1H, Arom-H) 7.89-7.91 (d, 1H, Arom-H), 8.20 (s, 1H, Arom-H), 10.2 (brs, 1H, NH).
",2,US10654800B1.txt,0
2405,"1H NMR of GLP-16: DMSO-d6, δ 1.44 (brs, 2H, CH2), 1.51 (brs, 6H, 2CH2, 2 CH), 1.54 (brs, 4H, 2CH2), 2.15 (brs, 2H, CH2), 2.69-2.71 (br, 1H, NH—CH2), 3.28 (brs, 2H, CH2), 3.45 (s, 3H, OCH3), 4.50 (brs, 1H, OH), 7.18-7.21 (d, 1H, Arom-H), 7.63-7.65 (t, 1H, Arom-H) 7.99-8.01 (d, 1H, Arom-H), 8.58-8.59 (d, 1H, Arom-H), 12.11 (brs, 1H, NH).
",2,US10654800B1.txt,0
2406,"1H NMR of GLP-17: DMSO-d6, δ 1.45 (brs, 2H, CH2), 1.48 (brs, 6H, 2CH2, 2 CH), 1.53 (brs, 4H, 2CH2), 2.15 (brs, 2H, CH2), 2.36 (br, 1H, NH—CH2), 3.24 (brs, 2H, CH2), 4.51 (brs, 1H, OH), 6.47-6.50 (dd, 1H, Arom-H), 6.96-6.97 (d, 1H, Arom-H) 7.09-7.12 (d, 1H, Arom-H), 7.25 (s, 1H, Arom-H), 9.46 (brs, 1H, OH), 9.76 (s, 1H, NH).
",2,US10654800B1.txt,0
2407,"1H NMR of GLP-19: CDCl3, δ 1.52-1.53 (br, t, 2H, CH2), 1.62-1.63 (br, d, 6H, 2CH2, 2 CH), 1.67 (brs, 4H, 2CH2), 1.74 (brs, 1H, NH—CH2), 2.29 (brs, 2H, CH2), 3.42 (brs, 2H, CH2), 4.62 (brs, 1H, OH), 7.13-7.16 (m, 1H, Arom-H), 7.57-7.60 (m, 2H, Arom-H) 8.54-8.56 (br, d, 1H, Arom-H), 10.64 (brs, 1H, NH).
",2,US10654800B1.txt,0
2408,"1H NMR of GLP-26: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.48 (brs, 6H, 2CH2, 2 CH), 1.50 (brs, 4H, 2CH2), 2.13 (brs, 2H, CH2), 2.62 (br, 1H, NH—CH2), 3.30 (brs, 2H, CH2), 4.49 (brs, 1H, OH), 7.54-7.55 (m, 1H, Arom-H), 7.94-7.96 (dt, 1H, Arom-H) 8.17-8.18 (br, 1H, Arom-H), 10.18 (brs, 1H, NH).
",2,US10654800B1.txt,0
2409,"1H NMR of GLP-27: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.45-1.46 (br, d, 6H, 2CH2, 2 CH), 1.50 (brs, 4H, 2CH2), 2.14 (brs, 2H, CH2), 2.62-2.63 (br, t, 1H, NH—CH2), 3.26 (brs, 2H, CH2), 4.50 (brs, 1H, OH), 7.10-7.14 (m, 1H, Arom-H), 7.18-7.20 (t, 1H, Arom-H) 7.29-7.32 (m, 1H, Arom-H), 8.20-8.22 (t, 1H, Arom-H), 10.09 (brs, 1H, NH).
",2,US10654800B1.txt,0
2410,"1H NMR of GLP-30: DMSO-d6, δ 1.46 (brs, 2H, CH2), 1.52 (brs, 6H, 2CH2, 2 CH), 1.53 (brs, 4H, 2CH2), 2.17 (brs, 2H, CH2), 2.31 (s, 3H, CH3), 2.75 (br, 1H, NH—CH2), 3.23 (brs, 2H, CH2), 4.55 (brs, 1H, OH), 6.99-7.03 (t, 1H, Arom-H), 7.16-7.18 (d, 1H, Arom-H) 7.20-7.23 (t, 1H, Arom-H), 8.01-8.03 (d, 1H, Arom-H), 9.86 (brs, 1H, NH).
",2,US10654800B1.txt,0
2411,"1H NMR of GLP-31: DMSO-d6, δ 1.43 (brs, 2H, CH2), 1.46-1.47 (br, d, 6H, 2CH2, 2 CH), 1.50-1.51 (br, d, 4H, 2CH2), 2.13 (brs, 2H, CH2), 2.62-2.63 (br, t, 1H, NH—CH2), 3.26 (brs, 2H, CH2), 4.51 (brs, 1H, OH), 6.88-6.91 (m, 1H, Arom-H), 7.33-7.39 (m, 2H, Arom-H) 7.66-7.67 (m, 1H, Arom-H), 10.05 (brs, 1H, NH).
",2,US10654800B1.txt,0
